user_name,user_product,helpful,funny,post_date,recommend_or_not,game_time,review
[ST]Snafu,291,1,0,2017/11/24,Recommended,141.3,occasionally hard time get party turn-based rpg's div blow mind incredible variety term approach combat problem solving advance story keep hook 100 hour first rpg non arpg immediately go end credit hit new experience option approach story available highly recommend fan rpg's always felt like could tackle story whatever way wish deal consequence afterwards plus combat challenge enough keep toe force actually strategize turn keep blunder like bull chinashop autowin probably top 2017
SilentEmrys,668,1,0,2017/11/24,Recommended,136.9,can't state enough much love wonderful masterpiece excellent storytelling amaze combat awesome class skill system take elf probably one favorite part player co-op make wish every rpg ability play full-fledged deep rpg friend awesome feel like close get pathfinder dnd video
Somnus,52,1,0,2017/11/24,Recommended,317.7,best crpg date must get rpg fan
Hawk,393,1,0,2017/11/24,Recommended,106.4,amaze work art guy larian wholeheartedly recommend everyone like rpgs
✪ YesBoss 321,123,1,0,2017/11/24,Recommended,215.9,greaat buy see
Austin,148,1,0,2017/11/24,Recommended,273.9,good
Schultzis,76,1,0,2017/11/24,Recommended,181.1,didnt lot hope since first reall bummer buy sit play love take everything combat turn base idea first make good voice acting great two problem really stand anoying storry im say bad feel like try tiny bit hard push magisters paladin towards end scaling get stick second act 50 hour becasue every enemy face two three level ahead make ton damage much armor hp use fast travel everytime face one enemy time imagine frustrating great great feeling music would give 10
Vector,229,2,0,2017/11/24,Recommended,165.4,crash first time 70h gameplay use bug-report feature write loveletter larian studio even kid one best best i've play 30 year
Gusser5527,102,1,0,2017/11/24,Recommended,100.2,century
Morgan Semen,261,1,2,2017/11/24,Recommended,114.7,day kill murder everyone day realise make mistake day restart kill anyone day realise make mistake day repeat
Say10,97,1,0,2017/11/24,Recommended,55.9,play friend char lone wolf blast play harder difficulty's lone wolf make playtrough brezze
Crooked Hillary,316,1,0,2017/11/24,Recommended,145.9,friend blast play we're different playstyle end extremely interest situation get really messy
Tangy🅕🅞🅡🅔🅘🅠🅝,90,1,0,2017/11/24,Recommended,253.1,best rpg period point blank give
Kissless,373,1,0,2017/11/24,Recommended,115.7,like keep go back
Silvalinionisis,782,2,0,2017/11/24,Recommended,139.9,best crpg since witcher uncontestable goty
Krustedon,99,1,0,2017/11/24,Recommended,151.6,stop read review buy already
Bumi,427,0,0,2017/11/24,Recommended,82.7,well worth 45 buck
Gardgio,128,1,0,2017/11/24,Recommended,102.3,one top 10 rpg ever play
SupaCake,242,1,0,2017/11/24,Recommended,78.7,best gorram dnd-turned-videogame i've ever play get well definitive editon
Ratsibaba,192,1,0,2017/11/25,Recommended,34.0,good
Kurnel ApocalypticCheeseburger,159,2,1,2017/11/25,Recommended,128.6,i've die 19 time death trap death battle 15 death friend keep turn chicken talk npc's i've kill 47 character civilian 17 enemy npcs 20 friend catch steal teleport fire love
Gandarg,263,1,0,2017/11/25,Recommended,147.1,divinity original sin one best rpgs come last decade story brilliantly write character lovable musical score amazing gameplay turn-based keep edge seat
Jorge Junior,212,0,0,2017/11/25,Recommended,123.5,best 2017
`illusion`,177,1,0,2017/11/25,Recommended,124.5,sequel deserve need
Huntclue,604,1,0,2017/11/25,Recommended,80.5,11 10
Dar Vender,771,1,0,2017/11/25,Recommended,270.1,fist good almost every way say almost i'm sure stuff good can't think love first one get simple well sort depend like first one would look enhance either way best new release 2017
Доцент,319,4,0,2017/11/25,Recommended,135.5,playin party awesome kill friend awesome
Leon[.SE],424,4,0,2017/11/25,Recommended,140.6,could goty
M-Dog,137,2,0,2017/11/25,Recommended,9.6,amaze play far combat feel fluid great artistic presentation well write fun character controller integration excellent style con far much fire combat great
akapuckthecat,14,1,0,2017/11/25,Not Recommended,14.8,nice thing say really nice try write long complicate role-playing would good except task lot say can't polite rule guideline say must polite waste money
₭r⊙п6∆cᚻ,293,1,0,2017/11/25,Recommended,121.0,absolute gem absolutely incredible graphic story gameplay comedy name typically find top crpgs rather bore definitely one top 10 game ever play time tell land incredibly good plenty full review read want general review specifically like larian love player show really dos2 customize make want play example hardcore crpg guy like casual experience also want play partner preferably without cash second copy might difficult game genre dos2 let u set difficult explorer feel perfectly balance u play coop split screen also allow u redo build first act mistake make could adjust without start also autosaves plenty could easily recover mistake could easily see could play dos2 love play friend really love hardcore game fact close videogame ever come tabletop pen paper roleplaying imho can't wait dos3
ralindel,889,4,0,2017/11/25,Recommended,121.8,spent 100 hr enjoy every single minute great rpg experience imho way well pillars even torment offer
Kill3r,605,1,0,2017/11/25,Recommended,181.8,usually play turn base game come rpgs i'm free action kind guy gothic dragon age witcher etc however colleague tell original sin i've purchase os ee blast unfortunately arrive late party get chance help larian kickstarter os2 pre-order almost never i'm glad goodthere good change first choose companion's class recruit respec character companion almost time respec lose learned spell skill skill bar many slot bottom screen summon hands-down one best class summons really turn tide battle especially since infuse different element full voice act know ee also original o so-sothere also change let's call neutral i've learn like others much physical magic armor first tear opponent's armor apply cc bother lot first mean get rid armor easily gain skill spell become less problem still weird thing system like fight attack dog physical armor reason mean understand human enemy physical armor breastplate naked dog spend skill point memory increase skill slot like first i'd want spend point attribute however bad receive free memory slot level certain level source point still like mechanic best ability lock behind need source good ability already disadvantage use memory slot also need source cast course steal source enemy corps enemy also steal source bit spoiler ahead companion party end first area die cannot see storyline remainder playthrough opinion horrible design guess help replayability party member leave permanently late depend dialog choice even though good relationship high attitude shock happen understand point companion attitude new mode pvp master try yet know they're good they're also come free map editor badthe also bad part course play launch sure go bug i've wait week two patch play without major technical issue though 100 crash area lot lava around lower graphical setting resolve gameplay side many point last part arx good rest really bad weird fight respawning enemy certain embassy avoid sneak write review i'm last fight i'm sure that's like uglyred prince lizard kin they're ugly af verdictthis must buy gamer like party-based rpgs
